timestep,demand_el,demand_th,demand_water,demand_f,wastewater,heat_demand_digester,electricity_demand_digester
6960,4703.196,1968.237,362.23589,0.084862,0.095,788.4366744,112.575
6961,4703.196,1969.237,363.23589,0,0.095,798.5576774,112.575
6962,4703.196,1970.237,364.23589,0,0.095,801.0879282,112.575
6963,4703.196,1971.237,365.23589,0.062188,0.095,806.8337059,112.575
6964,4703.196,1972.237,366.23589,0.15426,0.095,801.1406417,112.575
6965,4703.196,1973.237,367.23589,0.16016,0.095,774.8892903,112.575
6966,4703.196,1974.237,368.23589,0.1036,0.095,668.618759,112.575
6967,4703.196,1975.237,369.23589,0.084862,0.095,559.9234042,112.575
6968,4703.196,1976.237,370.23589,0.052101,0.095,491.501207,112.575
6969,4703.196,1977.237,371.23589,0.014673,0.095,423.8697131,112.575
6970,4703.196,1978.237,372.23589,0,0.095,371.7360051,112.575
6971,4703.196,1979.237,373.23589,0,0.095,393.8229855,112.575
6972,4703.196,1980.237,374.23589,0,0.095,429.0883553,112.575
6973,4703.196,1981.237,375.23589,0,0.095,453.8110136,112.575
6974,4703.196,1982.237,376.23589,0,0.095,499.5136676,112.575
6975,4703.196,1983.237,377.23589,0,0.095,575.3157628,112.575
6976,4703.196,1984.237,378.23589,0,0.095,674.8916723,112.575
6977,4703.196,1985.237,379.23589,0,0.095,716.2718147,112.575
6978,4703.196,1986.237,380.23589,0,0.095,741.0999001,112.575
6979,4703.196,1987.237,381.23589,0,0.095,768.7745176,112.575
6980,4703.196,1988.237,382.23589,0,0.095,795.1312962,112.575
6981,4703.196,1989.237,383.23589,0,0.095,814.1608903,112.575
6982,4703.196,1990.237,384.23589,0,0.095,832.0834998,112.575
6983,4703.196,1991.237,385.23589,0,0.095,843.5750552,112.575
6984,4703.196,1992.237,386.23589,0,0.095,852.167365,112.575
6985,4703.196,1993.237,387.23589,0,0.095,861.9720867,112.575
6986,4703.196,1994.237,388.23589,0.062188,0.095,875.624898,112.575
6987,4703.196,1995.237,389.23589,0.15426,0.095,878.2078623,112.575
6988,4703.196,1996.237,390.23589,0.16016,0.095,876.7845962,112.575
6989,4703.196,1997.237,391.23589,0.1036,0.095,847.6339991,112.575
6990,4703.196,1998.237,392.23589,0.084862,0.095,709.8934743,112.575
6991,4703.196,1999.237,393.23589,0,0.095,593.6073672,112.575
6992,4703.196,2000.237,394.23589,0,0.095,499.4082405,112.575
6993,4703.196,2001.237,395.23589,0.062188,0.095,439.5783532,112.575
6994,4703.196,2002.237,396.23589,0.15426,0.095,413.643283,112.575
6995,4703.196,2003.237,397.23589,0.16016,0.095,416.1208202,112.575
6996,4703.196,2004.237,398.23589,0.1036,0.095,436.9426753,112.575
6997,4703.196,2005.237,399.23589,0.084862,0.095,468.5708096,112.575
6998,4703.196,2006.237,400.23589,0.052101,0.095,518.279694,112.575
6999,4703.196,2007.237,401.23589,0.014673,0.095,592.6058096,112.575
7000,4703.196,2008.237,402.23589,0,0.095,692.0235784,112.575
7001,4703.196,1809.237,403.23589,0,0.095,742.8394475,112.575
7002,4703.196,1810.237,404.23589,0,0.095,773.3605971,112.575
7003,4703.196,1811.237,405.23589,0,0.095,795.7111453,112.575
7004,4703.196,1812.237,406.23589,0,0.095,810.5763684,112.575
7005,4703.196,1813.237,407.23589,0,0.095,824.5454611,112.575
7006,4703.196,1814.237,408.23589,0,0.095,841.5192265,112.575
7007,4703.196,1815.237,409.23589,0,0.095,856.4898767,112.575
7008,4703.196,1816.237,410.23589,0,0.095,871.0388185,112.575
7009,4703.196,1817.237,411.23589,0,0.095,884.1644942,112.575
7010,4703.196,1818.237,412.23589,0,0.095,897.0793157,112.575
7011,4703.196,1819.237,413.23589,0,0.095,909.6251424,112.575
7012,4703.196,1820.237,414.23589,0,0.095,919.429864,112.575
7013,4703.196,1821.237,415.23589,0,0.095,886.8528857,112.575
7014,4703.196,1822.237,416.23589,0,0.095,786.3808457,112.575
7015,4703.196,1823.237,417.23589,0,0.095,658.6031832,112.575
7016,4703.196,1824.237,418.23589,0.062188,0.095,565.7218954,112.575
7017,4703.196,1825.237,419.23589,0.15426,0.095,520.5990905,112.575
7018,4703.196,1826.237,420.23589,0.16016,0.095,478.4282448,112.575
7019,4703.196,1827.237,421.23589,0.1036,0.095,466.9894029,112.575
7020,4703.196,1828.237,422.23589,0.084862,0.095,482.6980429,112.575
7021,4703.196,1829.237,423.23589,0,0.095,507.2625606,112.575
7022,4703.196,1830.237,424.23589,0,0.095,550.0132554,112.575
7023,4703.196,1831.237,425.23589,0.062188,0.095,610.7392733,112.575
7024,4703.196,1832.237,426.23589,0.15426,0.095,715.7446791,112.575
7025,4703.196,1833.237,427.23589,0.16016,0.095,759.91864,112.575
7026,4703.196,1834.237,428.23589,0.1036,0.095,794.6041606,112.575
7027,4703.196,1835.237,429.23589,0.084862,0.095,816.5330004,112.575
7028,4703.196,1836.237,430.23589,0.052101,0.095,838.0401317,112.575
7029,4703.196,1837.237,431.23589,0.014673,0.095,855.1193242,112.575
7030,4703.196,1838.237,432.23589,0,0.095,863.7116341,112.575
7031,4703.196,1839.237,433.23589,0,0.095,870.5116829,112.575
7032,4703.196,1840.237,434.23589,0,0.095,878.9985656,112.575
7033,4703.196,1841.237,435.23589,0,0.095,881.5815299,112.575
7034,4703.196,1842.237,436.23589,0,0.095,882.2668062,112.575
7035,4703.196,1843.237,437.23589,0,0.095,887.4327348,112.575
7036,4703.196,1844.237,438.23589,0,0.095,894.9707735,112.575
7037,4703.196,1845.237,439.23589,0,0.095,883.8482129,112.575
7038,4703.196,1846.237,440.23589,0,0.095,797.0816978,112.575
7039,4703.196,1847.237,441.23589,0,0.095,707.5740778,112.575
7040,4703.196,1848.237,442.23589,0,0.095,601.725255,112.575
7041,4703.196,1849.237,443.23589,0,0.095,508.7912537,112.575
7042,4703.196,1850.237,444.23589,0,0.095,442.4248852,112.575
7043,4703.196,1851.237,445.23589,0,0.095,421.9193115,112.575
7044,4703.196,1852.237,446.23589,0,0.095,442.2667446,112.575
7045,4703.196,1853.237,447.23589,0,0.095,475.3708585,112.575
7046,4703.196,1854.237,448.23589,0.062188,0.095,521.1262261,112.575
7047,4703.196,1855.237,449.23589,0.15426,0.095,590.9716893,112.575
7048,4703.196,1856.237,450.23589,0.16016,0.095,690.8638801,112.575
7049,4703.196,1857.237,451.23589,0.1036,0.095,734.4579919,112.575
7050,4703.196,1858.237,452.23589,0.084862,0.095,764.5047195,112.575
7051,4703.196,1859.237,453.23589,0,0.095,794.1824522,112.575
7052,4703.196,1860.237,454.23589,0,0.095,815.1624479,112.575
7053,4703.196,1861.237,455.23589,0.062188,0.095,837.5657097,112.575
7054,4703.196,1862.237,456.23589,0.15426,0.095,855.9100276,112.575
7055,4703.196,1863.237,457.23589,0.16016,0.095,864.2914832,112.575
7056,4703.196,1864.237,458.23589,0.1036,0.095,864.080629,112.575
7057,4703.196,1865.237,459.23589,0.084862,0.095,865.1349001,112.575
7058,4703.196,1866.237,460.23589,0.052101,0.095,869.8264067,112.575
7059,4703.196,1867.237,461.23589,0.014673,0.095,871.9876625,112.575
7060,4703.196,1868.237,462.23589,0,0.095,875.3086166,112.575
7061,4703.196,1869.237,463.23589,0,0.095,858.4402784,112.575
7062,4703.196,1870.237,464.23589,0,0.095,754.5418572,112.575
7063,4703.196,1871.237,465.23589,0,0.095,639.6263026,112.575
7064,4703.196,1872.237,466.23589,0,0.095,551.1202401,112.575
7065,4703.196,1873.237,467.23589,0,0.095,490.6050765,112.575
7066,4703.196,1874.237,468.23589,0,0.095,448.645085,112.575
7067,4703.196,1875.237,469.23589,0,0.095,425.5038334,112.575
7068,4703.196,1876.237,470.23589,0,0.095,426.2418232,112.575
7069,4703.196,1877.237,471.23589,0,0.095,445.3241309,112.575
7070,4703.196,1878.237,472.23589,0,0.095,485.544575,112.575
7071,4703.196,1879.237,473.23589,0,0.095,585.2259116,112.575
7072,4703.196,1880.237,474.23589,0,0.095,686.3305142,112.575
7073,4703.196,1881.237,475.23589,0,0.095,715.0594029,112.575
7074,4703.196,1882.237,476.23589,0,0.095,736.2502529,112.575
7075,4703.196,1883.237,477.23589,0,0.095,750.5356268,112.575
7076,4703.196,1884.237,478.23589,0.062188,0.095,760.7093434,112.575
7077,4703.196,1885.237,479.23589,0.15426,0.095,760.2349214,112.575
7078,4703.196,1886.237,480.23589,0.16016,0.095,742.7340204,112.575
7079,4703.196,1887.237,481.23589,0.1036,0.095,737.0409562,112.575
7080,4703.196,1888.237,482.23589,0.084862,0.095,741.8906035,112.575
7081,4703.196,1889.237,483.23589,0,0.095,752.4333149,112.575
7082,4703.196,1890.237,484.23589,0,0.095,764.1357246,112.575
7083,4703.196,1891.237,485.23589,0.062188,0.095,770.514065,112.575
7084,4703.196,1892.237,486.23589,0.15426,0.095,788.5948151,112.575
7085,4703.196,1893.237,487.23589,0.16016,0.095,794.2351657,112.575
7086,4703.196,1894.237,488.23589,0.1036,0.095,757.4411028,112.575
7087,4703.196,1895.237,489.23589,0.084862,0.095,693.8158393,112.575
7088,4703.196,1896.237,490.23589,0.052101,0.095,616.6959052,112.575
7089,4703.196,1897.237,491.23589,0.014673,0.095,530.1402444,112.575
7090,4703.196,1898.237,492.23589,0,0.095,457.1319677,112.575
7091,4703.196,1899.237,493.23589,0,0.095,407.3703697,112.575
7092,4703.196,1900.237,494.23589,0,0.095,389.7640416,112.575
7093,4703.196,1901.237,495.23589,0,0.095,405.4726817,112.575
7094,4703.196,1902.237,496.23589,0,0.095,447.5381003,112.575
7095,4703.196,1903.237,497.23589,0,0.095,545.7961708,112.575
7096,4703.196,1904.237,498.23589,0,0.095,658.9194645,112.575
7097,4703.196,1905.237,499.23589,0,0.095,694.3429749,112.575
7098,4703.196,1906.237,500.23589,0,0.095,726.1819634,112.575
7099,4703.196,1907.237,501.23589,0,0.095,757.0193944,112.575
7100,4703.196,1908.237,502.23589,0,0.095,776.2598427,112.575
7101,4703.196,1909.237,503.23589,0,0.095,789.1746642,112.575
7102,4703.196,1910.237,504.23589,0,0.095,788.8056693,112.575
7103,4703.196,1911.237,505.23589,0,0.095,798.0832554,112.575
7104,4703.196,1912.237,506.23589,0,0.095,812.4213429,112.575
7105,4703.196,1913.237,507.23589,0,0.095,829.5005355,112.575
7106,4703.196,1914.237,508.23589,0.062188,0.095,848.7936974,112.575
7107,4703.196,1915.237,509.23589,0.15426,0.095,872.0403761,112.575
7108,4703.196,1916.237,510.23589,0.16016,0.095,889.5939906,112.575
7109,4703.196,1917.237,511.23589,0.1036,0.095,881.4233893,112.575
7110,4703.196,1918.237,512.23589,0.084862,0.095,804.8833043,112.575
7111,4703.196,1919.237,513.23589,0,0.095,725.4439736,112.575
7112,4703.196,1920.237,514.23589,0,0.095,648.8511751,112.575
7113,4703.196,1921.237,515.23589,0.062188,0.095,601.0399787,112.575
7114,4703.196,1922.237,516.23589,0.15426,0.095,569.6226987,112.575
7115,4703.196,1923.237,517.23589,0.16016,0.095,546.6923013,112.575
7116,4703.196,1924.237,518.23589,0.1036,0.095,535.1480323,112.575
7117,4703.196,1925.237,519.23589,0.084862,0.095,547.9047131,112.575
7118,4703.196,1926.237,520.23589,0.052101,0.095,588.1778708,112.575
7119,4703.196,1927.237,521.23589,0.014673,0.095,657.6543391,112.575
7120,4703.196,1928.237,522.23589,0,0.095,779.6335104,112.575
7121,4703.196,1929.237,523.23589,0,0.095,819.1686783,112.575
7122,4703.196,1930.237,524.23589,0,0.095,850.2169634,112.575
7123,4703.196,1931.237,525.23589,0,0.095,872.0930897,112.575
7124,4703.196,1932.237,526.23589,0,0.095,883.6373587,112.575
7125,4703.196,1933.237,527.23589,0,0.095,890.1738398,112.575
7126,4703.196,1934.237,528.23589,0,0.095,889.6994177,112.575
7127,4703.196,1935.237,529.23589,0,0.095,890.2265533,112.575
7128,4703.196,1936.237,530.23589,0,0.095,898.2917276,112.575
7129,4703.196,1937.237,531.23589,0,0.095,913.0515236,112.575
7130,4703.196,1938.237,532.23589,0,0.095,928.0748874,112.575
7131,4703.196,1939.237,533.23589,0,0.095,939.6718699,112.575
7132,4703.196,1940.237,534.23589,0,0.095,948.3696069,112.575
7133,4703.196,1941.237,535.23589,0,0.095,929.0764449,112.575
7134,4703.196,1942.237,536.23589,0,0.095,775.8381343,112.575
7135,4703.196,1943.237,537.23589,0,0.095,657.3380578,112.575
7136,4703.196,1944.237,538.23589,0.062188,0.095,575.4739035,112.575
7137,4703.196,1945.237,539.23589,0.15426,0.095,519.70296,112.575
7138,4703.196,1946.237,540.23589,0.16016,0.095,480.6422142,112.575
7139,4703.196,1947.237,541.23589,0.1036,0.095,457.6063897,112.575
7140,4703.196,1948.237,542.23589,0.084862,0.095,450.4373459,112.575
7141,4703.196,1949.237,543.23589,0,0.095,467.569252,112.575
7142,4703.196,1950.237,544.23589,0,0.095,513.4300467,112.575
7143,4703.196,1951.237,545.23589,0.062188,0.095,603.3593753,112.575
7144,4703.196,1952.237,546.23589,0.15426,0.095,742.8921611,112.575
7145,4703.196,1953.237,547.23589,0.16016,0.095,780.8986358,112.575
7146,4703.196,1954.237,548.23589,0.1036,0.095,810.5236549,112.575
7147,4703.196,1955.237,549.23589,0.084862,0.095,827.4447067,112.575
7148,4703.196,1956.237,550.23589,0.052101,0.095,830.7129473,112.575
7149,4703.196,1957.237,551.23589,0.014673,0.095,832.9269167,112.575
7150,4703.196,1958.237,552.23589,0,0.095,853.0634955,112.575
7151,4703.196,1959.237,553.23589,0,0.095,866.1364577,112.575
7152,4703.196,1960.237,554.23589,0,0.095,869.2465576,112.575
7153,4703.196,1961.237,555.23589,0,0.095,869.668266,112.575
7154,4703.196,1962.237,556.23589,0,0.095,860.4961071,112.575
7155,4703.196,1963.237,557.23589,0,0.095,849.4789736,112.575
7156,4703.196,1964.237,558.23589,0,0.095,838.1982724,112.575
7157,4703.196,1965.237,559.23589,0,0.095,827.4974203,112.575
7158,4703.196,1966.237,560.23589,0,0.095,766.7714024,112.575
7159,4703.196,1967.237,561.23589,0,0.095,679.7413196,112.575
7160,4703.196,1968.237,562.23589,0,0.095,596.6120399,112.575
7161,4703.196,1969.237,563.23589,0,0.095,547.9047131,112.575
7162,4703.196,1970.237,564.23589,0,0.095,527.082858,112.575
7163,4703.196,1971.237,565.23589,0,0.095,515.8548704,112.575
7164,4703.196,1972.237,566.23589,0,0.095,516.013011,112.575
7165,4703.196,1973.237,567.23589,0,0.095,533.7247662,112.575
7166,4703.196,1974.237,568.23589,0.062188,0.095,577.5824458,112.575
7167,4703.196,1975.237,569.23589,0.15426,0.095,667.195493,112.575
7168,4703.196,1976.237,570.23589,0.16016,0.095,722.8082958,112.575
7169,4703.196,1977.237,571.23589,0.1036,0.095,744.3681407,112.575
7170,4703.196,1978.237,572.23589,0.084862,0.095,765.7698449,112.575
7171,4703.196,1979.237,573.23589,0,0.095,782.2164747,112.575
7172,4703.196,1980.237,574.23589,0,0.095,796.7127029,112.575
7173,4703.196,1981.237,575.23589,0.062188,0.095,812.4213429,112.575
7174,4703.196,1982.237,576.23589,0.15426,0.095,831.9253591,112.575
7175,4703.196,1983.237,577.23589,0.16016,0.095,847.5812856,112.575
7176,4703.196,1984.237,578.23589,0.1036,0.095,856.0154547,112.575
7177,4703.196,1985.237,579.23589,0.084862,0.095,864.1333425,112.575
7178,4703.196,1986.237,580.23589,0.052101,0.095,884.9551976,112.575
7179,4703.196,1987.237,581.23589,0.014673,0.095,899.0824309,112.575
7180,4703.196,1988.237,582.23589,0,0.095,906.4623289,112.575
7181,4703.196,1989.237,583.23589,0,0.095,891.1226838,112.575
7182,4703.196,1990.237,584.23589,0,0.095,799.7700892,112.575
7183,4703.196,1991.237,585.23589,0,0.095,681.7971483,112.575
7184,4703.196,1992.237,586.23589,0,0.095,590.1282724,112.575
7185,4703.196,1993.237,587.23589,0,0.095,533.5666256,112.575
7186,4703.196,1994.237,588.23589,0,0.095,500.5152252,112.575
7187,4703.196,1995.237,589.23589,0,0.095,503.2036166,112.575
7188,4703.196,1996.237,590.23589,0,0.095,525.6068784,112.575
7189,4703.196,1997.237,591.23589,0,0.095,563.3497854,112.575
7190,4703.196,1998.237,592.23589,0,0.095,615.536207,112.575
7191,4703.196,1999.237,593.23589,0,0.095,699.0344815,112.575
7192,4703.196,2000.237,594.23589,0,0.095,795.5530047,112.575
7193,4703.196,2001.237,595.23589,0,0.095,834.2974692,112.575
7194,4703.196,2002.237,596.23589,0,0.095,861.9720867,112.575
7195,4703.196,2003.237,597.23589,0,0.095,881.1071079,112.575
7196,4703.196,2004.237,598.23589,0.062188,0.095,884.2172078,112.575
7197,4703.196,2005.237,599.23589,0.15426,0.095,884.1644942,112.575
7198,4703.196,2006.237,600.23589,0.16016,0.095,886.220323,112.575
7199,4703.196,2007.237,601.23589,0.1036,0.095,890.1738398,112.575
7200,4703.196,2008.237,602.23589,0.084862,0.095,902.4560986,112.575
7201,4703.196,1809.237,603.23589,0,0.095,923.2779537,112.575
7202,4703.196,1810.237,604.23589,0,0.095,947.1044815,112.575
7203,4703.196,1811.237,605.23589,0.062188,0.095,967.5046281,112.575
7204,4703.196,1812.237,606.23589,0.15426,0.095,989.1699001,112.575
7205,4703.196,1813.237,607.23589,0.16016,0.095,984.7946749,112.575
7206,4703.196,1814.237,608.23589,0.1036,0.095,856.0154547,112.575
7207,4703.196,1815.237,609.23589,0.084862,0.095,748.2689439,112.575
7208,4703.196,1816.237,610.23589,0.052101,0.095,666.1939354,112.575
7209,4703.196,1817.237,611.23589,0.014673,0.095,615.9579154,112.575
7210,4703.196,1818.237,612.23589,0,0.095,593.1856587,112.575
7211,4703.196,1819.237,613.23589,0,0.095,597.6135975,112.575
7212,4703.196,1820.237,614.23589,0,0.095,612.5842478,112.575
7213,4703.196,1821.237,615.23589,0,0.095,640.3115788,112.575
7214,4703.196,1822.237,616.23589,0,0.095,687.3320718,112.575
7215,4703.196,1823.237,617.23589,0,0.095,761.6581874,112.575
7216,4703.196,1824.237,618.23589,0,0.095,860.7596749,112.575
7217,4703.196,1825.237,619.23589,0,0.095,891.2808245,112.575
7218,4703.196,1826.237,620.23589,0,0.095,905.9351934,112.575
7219,4703.196,1827.237,621.23589,0,0.095,909.2561475,112.575
7220,4703.196,1828.237,622.23589,0,0.095,912.1553931,112.575
7221,4703.196,1829.237,623.23589,0,0.095,916.2670506,112.575
7222,4703.196,1830.237,624.23589,0,0.095,926.8624755,112.575
7223,4703.196,1831.237,625.23589,0,0.095,935.9292074,112.575
7224,4703.196,1832.237,626.23589,0,0.095,945.259507,112.575
7225,4703.196,1833.237,627.23589,0,0.095,955.8022184,112.575
7226,4703.196,1834.237,628.23589,0.062188,0.095,964.7108096,112.575
7227,4703.196,1835.237,629.23589,0.15426,0.095,965.2379452,112.575
7228,4703.196,1836.237,630.23589,0.16016,0.095,962.5495537,112.575
7229,4703.196,1837.237,631.23589,0.1036,0.095,945.733929,112.575
7230,4703.196,1838.237,632.23589,0.084862,0.095,836.2478708,112.575
7231,4703.196,1839.237,633.23589,0,0.095,761.2364789,112.575
7232,4703.196,1840.237,634.23589,0,0.095,691.8654377,112.575
7233,4703.196,1841.237,635.23589,0.062188,0.095,641.1022822,112.575
7234,4703.196,1842.237,636.23589,0.15426,0.095,609.2105801,112.575
7235,4703.196,1843.237,637.23589,0.16016,0.095,596.243045,112.575
7236,4703.196,1844.237,638.23589,0.1036,0.095,602.2523906,112.575
7237,4703.196,1845.237,639.23589,0.084862,0.095,628.9254505,112.575
7238,4703.196,1846.237,640.23589,0.052101,0.095,679.214184,112.575
7239,4703.196,1847.237,641.23589,0.014673,0.095,768.3000956,112.575
7240,4703.196,1848.237,642.23589,0,0.095,912.4189609,112.575
7241,4703.196,1849.237,643.23589,0,0.095,945.1540799,112.575
7242,4703.196,1850.237,644.23589,0,0.095,969.6131704,112.575
7243,4703.196,1851.237,645.23589,0,0.095,990.3823119,112.575
7244,4703.196,1852.237,646.23589,0,0.095,1005.880098,112.575
7245,4703.196,1853.237,647.23589,0,0.095,1017.529794,112.575
7246,4703.196,1854.237,648.23589,0,0.095,1026.543812,112.575
7247,4703.196,1855.237,649.23589,0,0.095,1033.238434,112.575
7248,4703.196,1856.237,650.23589,0,0.095,1038.351649,112.575
7249,4703.196,1857.237,651.23589,0,0.095,1033.976424,112.575
7250,4703.196,1858.237,652.23589,0,0.095,1035.979539,112.575
7251,4703.196,1859.237,653.23589,0,0.095,1041.936171,112.575
7252,4703.196,1860.237,654.23589,0,0.095,1048.472652,112.575
7253,4703.196,1861.237,655.23589,0,0.095,1029.970193,112.575
7254,4703.196,1862.237,656.23589,0,0.095,896.4467531,112.575
7255,4703.196,1863.237,657.23589,0,0.095,784.4831577,112.575
7256,4703.196,1864.237,658.23589,0.062188,0.095,680.4265958,112.575
7257,4703.196,1865.237,659.23589,0.15426,0.095,600.9345516,112.575
7258,4703.196,1866.237,660.23589,0.16016,0.095,550.4349639,112.575
7259,4703.196,1867.237,661.23589,0.1036,0.095,527.3464258,112.575
7260,4703.196,1868.237,662.23589,0.084862,0.095,528.3479834,112.575
7261,4703.196,1869.237,663.23589,0,0.095,555.0210433,112.575
7262,4703.196,1870.237,664.23589,0,0.095,610.1594241,112.575
7263,4703.196,1871.237,665.23589,0.062188,0.095,721.7013111,112.575
7264,4703.196,1872.237,666.23589,0.15426,0.095,863.7643476,112.575
7265,4703.196,1873.237,667.23589,0.16016,0.095,899.7149936,112.575
7266,4703.196,1874.237,668.23589,0.1036,0.095,925.017501,112.575
7267,4703.196,1875.237,669.23589,0.084862,0.095,937.879609,112.575
7268,4703.196,1876.237,670.23589,0.052101,0.095,949.8455865,112.575
7269,4703.196,1877.237,671.23589,0.014673,0.095,965.9232214,112.575
7270,4703.196,1878.237,672.23589,0,0.095,976.1496515,112.575
7271,4703.196,1879.237,673.23589,0,0.095,971.0364364,112.575
7272,4703.196,1880.237,674.23589,0,0.095,978.5217616,112.575
7273,4703.196,1881.237,675.23589,0,0.095,992.9125627,112.575
7274,4703.196,1882.237,676.23589,0,0.095,1001.452159,112.575
7275,4703.196,1883.237,677.23589,0,0.095,1006.196379,112.575
7276,4703.196,1884.237,678.23589,0,0.095,1012.838287,112.575
7277,4703.196,1885.237,679.23589,0,0.095,1000.187034,112.575
7278,4703.196,1886.237,680.23589,0,0.095,887.169167,112.575
7279,4703.196,1887.237,681.23589,0,0.095,753.2240183,112.575
7280,4703.196,1888.237,682.23589,0,0.095,645.6356481,112.575
7281,4703.196,1889.237,683.23589,0,0.095,575.1049086,112.575
7282,4703.196,1890.237,684.23589,0,0.095,530.3510986,112.575
7283,4703.196,1891.237,685.23589,0,0.095,507.0517063,112.575
7284,4703.196,1892.237,686.23589,0,0.095,505.9974352,112.575
7285,4703.196,1893.237,687.23589,0,0.095,530.0348172,112.575
7286,4703.196,1894.237,688.23589,0.062188,0.095,583.27551,112.575
7287,4703.196,1895.237,689.23589,0.15426,0.095,716.113674,112.575
7288,4703.196,1896.237,690.23589,0.16016,0.095,849.2681194,112.575
7289,4703.196,1897.237,691.23589,0.1036,0.095,865.2403272,112.575
7290,4703.196,1898.237,692.23589,0.084862,0.095,896.7103208,112.575
7291,4703.196,1899.237,693.23589,0,0.095,936.3509158,112.575
7292,4703.196,1900.237,694.23589,0,0.095,957.0146302,112.575
7293,4703.196,1901.237,695.23589,0.062188,0.095,959.3340268,112.575
7294,4703.196,1902.237,696.23589,0.15426,0.095,948.1060391,112.575
7295,4703.196,1903.237,697.23589,0.16016,0.095,945.3649341,112.575
7296,4703.196,1904.237,698.23589,0.1036,0.095,954.062671,112.575
7297,4703.196,1905.237,699.23589,0.084862,0.095,957.8053336,112.575
7298,4703.196,1906.237,700.23589,0.052101,0.095,965.9232214,112.575
7299,4703.196,1907.237,701.23589,0.014673,0.095,973.7775414,112.575
7300,4703.196,1908.237,702.23589,0,0.095,982.7388461,112.575
7301,4703.196,1909.237,703.23589,0,0.095,988.4846239,112.575
7302,4703.196,1910.237,704.23589,0,0.095,882.530374,112.575
7303,4703.196,1911.237,705.23589,0,0.095,768.1419549,112.575
7304,4703.196,1912.237,706.23589,0,0.095,697.2422206,112.575
7305,4703.196,1913.237,707.23589,0,0.095,655.8620782,112.575
7306,4703.196,1914.237,708.23589,0,0.095,629.7688674,112.575
7307,4703.196,1915.237,709.23589,0,0.095,615.3253527,112.575
7308,4703.196,1916.237,710.23589,0,0.095,617.8556035,112.575
7309,4703.196,1917.237,711.23589,0,0.095,639.9952975,112.575
7310,4703.196,1918.237,712.23589,0,0.095,687.1739311,112.575
7311,4703.196,1919.237,713.23589,0,0.095,772.9916022,112.575
7312,4703.196,1920.237,50.3267,0,0.095,902.0343901,112.575
7313,4703.196,1921.237,51.3267,0,0.095,920.6949894,112.575
7314,4703.196,1922.237,52.3267,0,0.095,932.4501126,112.575
7315,4703.196,1923.237,53.3267,0,0.095,940.8315682,112.575
7316,4703.196,1924.237,54.3267,0.062188,0.095,955.1696557,112.575
7317,4703.196,1925.237,55.3267,0.15426,0.095,968.5588993,112.575
7318,4703.196,1926.237,56.3267,0.16016,0.095,968.7170399,112.575
7319,4703.196,1927.237,57.3267,0.1036,0.095,967.399201,112.575
7320,4703.196,1928.237,58.3267,0.084862,0.095,965.3433723,112.575
7321,4703.196,1929.237,59.3267,0,0.095,964.1309605,112.575
7322,4703.196,1930.237,60.3267,0,0.095,963.23483,112.575
7323,4703.196,1931.237,61.3267,0.062188,0.095,966.8720654,112.575
7324,4703.196,1932.237,62.3267,0.15426,0.095,969.3496026,112.575
7325,4703.196,1933.237,63.3267,0.16016,0.095,952.9029728,112.575
7326,4703.196,1934.237,64.3267,0.1036,0.095,831.6090778,112.575
7327,4703.196,1935.237,65.3267,0.084862,0.095,738.6223629,112.575
7328,4703.196,1936.237,66.3267,0.052101,0.095,679.0560433,112.575
7329,4703.196,1937.237,67.3267,0.014673,0.095,641.2077093,112.575
7330,4703.196,1938.237,68.3267,0,0.095,619.226156,112.575
7331,4703.196,1939.237,69.3267,0,0.095,614.218368,112.575
7332,4703.196,1940.237,70.3267,0,0.095,619.226156,112.575
7333,4703.196,1941.237,71.3267,0,0.095,640.5224331,112.575
7334,4703.196,1942.237,72.3267,0,0.095,680.0576009,112.575
7335,4703.196,1943.237,73.3267,0,0.095,757.9682384,112.575
7336,4703.196,1944.237,74.3267,0,0.095,876.7318827,112.575
7337,4703.196,1945.237,75.3267,0,0.095,897.3428835,112.575
7338,4703.196,1946.237,76.3267,0,0.095,910.2049915,112.575
7339,4703.196,1947.237,77.3267,0,0.095,912.8406693,112.575
7340,4703.196,1948.237,78.3267,0,0.095,924.1213706,112.575
7341,4703.196,1949.237,79.3267,0,0.095,952.9029728,112.575
7342,4703.196,1950.237,80.3267,0,0.095,991.7001509,112.575
7343,4703.196,1951.237,81.3267,0,0.095,1015.368538,112.575
7344,4703.196,1952.237,82.3267,0,0.095,1033.554715,112.575
7345,4703.196,1953.237,83.3267,0,0.095,1047.365667,112.575
7346,4703.196,1954.237,84.3267,0.062188,0.095,1052.478882,112.575
7347,4703.196,1955.237,85.3267,0.15426,0.095,1050.528481,112.575
7348,4703.196,1956.237,86.3267,0.16016,0.095,1035.715971,112.575
7349,4703.196,1957.237,87.3267,0.1036,0.095,1031.709741,112.575
7350,4703.196,1958.237,88.3267,0.084862,0.095,930.7105652,112.575
7351,4703.196,1959.237,89.3267,0,0.095,787.7513982,112.575
7352,4703.196,1960.237,90.3267,0,0.095,671.7288589,112.575
7353,4703.196,1961.237,91.3267,0.062188,0.095,600.776411,112.575
7354,4703.196,1962.237,92.3267,0.15426,0.095,557.7621483,112.575
7355,4703.196,1963.237,93.3267,0.16016,0.095,532.4596409,112.575
7356,4703.196,1964.237,94.3267,0.1036,0.095,532.1960731,112.575
