timestep,demand_water,demand_f,wastewater,temperature,demand_electricity
6670,72.23589,0,0.095,20.025,43.96
6671,73.23589,0,0.095,20.386,43.96
6672,74.23589,0,0.095,21.118,43.96
6673,75.23589,0,0.095,21.531,43.96
6674,76.23589,0,0.095,21.448,43.96
6675,77.23589,0,0.095,20.72,43.96
6676,78.23589,0,0.095,19.902,43.96
6677,79.23589,0,0.095,20.073,43.96
6678,80.23589,0,0.095,22.305,43.96
6679,81.23589,0,0.095,24.508,43.96
6680,82.23589,0,0.095,26.474,43.96
6681,83.23589,0,0.095,27.703,43.96
6682,84.23589,0,0.095,28.439,43.96
6683,85.23589,0,0.095,28.576,43.96
6684,86.23589,0,0.095,28.205,43.96
6685,87.23589,0,0.095,27.405,43.96
6686,88.23589,0.062188,0.095,26.178,43.96
6687,89.23589,0.15426,0.095,24.529,43.96
6688,90.23589,0.16016,0.095,22.66,43.96
6689,91.23589,0.1036,0.095,21.577,43.96
6690,92.23589,0.084862,0.095,20.696,43.96
6691,93.23589,0,0.095,20.069,43.96
6692,94.23589,0,0.095,19.758,43.96
6693,95.23589,0.062188,0.095,19.619,43.96
6694,96.23589,0.15426,0.095,19.586,43.96
6695,97.23589,0.16016,0.095,19.567,43.96
6696,98.23589,0.1036,0.095,19.552,43.96
6697,99.23589,0.084862,0.095,19.529,43.96
6698,100.23589,0.052101,0.095,19.446,43.96
6699,101.23589,0.014673,0.095,19.087,43.96
6700,102.23589,0,0.095,18.37,43.96
6701,103.23589,0,0.095,19.207,43.96
6702,104.23589,0,0.095,21.533,43.96
6703,105.23589,0,0.095,23.697,43.96
6704,106.23589,0,0.095,25.499,43.96
6705,107.23589,0,0.095,26.98,43.96
6706,108.23589,0,0.095,28.058,43.96
6707,109.23589,0,0.095,28.701,43.96
6708,110.23589,0,0.095,28.852,43.96
6709,111.23589,0,0.095,28.563,43.96
6710,112.23589,0,0.095,27.767,43.96
6711,113.23589,0,0.095,26.308,43.96
6712,114.23589,0,0.095,23.229,43.96
6713,115.23589,0,0.095,21.805,43.96
6714,116.23589,0,0.095,21.047,43.96
6715,117.23589,0,0.095,20.393,43.96
6716,118.23589,0.062188,0.095,20.115,43.96
6717,119.23589,0.15426,0.095,20.052,43.96
6718,120.23589,0.16016,0.095,20.321,43.96
6719,121.23589,0.1036,0.095,20.494,43.96
6720,122.23589,0.084862,0.095,20.29,43.96
6721,123.23589,0,0.095,19.926,43.96
6722,124.23589,0,0.095,19.552,43.96
6723,125.23589,0.062188,0.095,19.36,43.96
6724,126.23589,0.15426,0.095,19.068,43.96
6725,127.23589,0.16016,0.095,20.506,43.96
6726,128.23589,0.1036,0.095,23.872,43.96
6727,129.23589,0.084862,0.095,26.915,43.96
6728,130.23589,0.052101,0.095,29.071,43.96
6729,131.23589,0.014673,0.095,30.383,43.96
6730,132.23589,0,0.095,30.949,43.96
6731,133.23589,0,0.095,30.834,43.96
6732,134.23589,0,0.095,30.395,43.96
6733,135.23589,0,0.095,29.667,43.96
6734,136.23589,0,0.095,28.436,43.96
6735,137.23589,0,0.095,26.692,43.96
6736,138.23589,0,0.095,24.214,43.96
6737,139.23589,0,0.095,22.775,43.96
6738,140.23589,0,0.095,21.947,43.96
6739,141.23589,0,0.095,21.299,43.96
6740,142.23589,0,0.095,20.745,43.96
6741,143.23589,0,0.095,20.37,43.96
6742,144.23589,0,0.095,20.039,43.96
6743,145.23589,0,0.095,19.77,43.96
6744,146.23589,0,0.095,19.589,43.96
6745,147.23589,0,0.095,19.431,43.96
6746,148.23589,0.062188,0.095,19.354,43.96
6747,149.23589,0.15426,0.095,19.409,43.96
6748,150.23589,0.16016,0.095,19.304,43.96
6749,151.23589,0.1036,0.095,20.017,43.96
6750,152.23589,0.084862,0.095,22.954,43.96
6751,153.23589,0,0.095,25.771,43.96
6752,154.23589,0,0.095,28.33,43.96
6753,155.23589,0.062188,0.095,29.765,43.96
6754,156.23589,0.15426,0.095,30.563,43.96
6755,157.23589,0.16016,0.095,30.77,43.96
6756,158.23589,0.1036,0.095,30.518,43.96
6757,159.23589,0.084862,0.095,29.849,43.96
6758,160.23589,0.052101,0.095,28.698,43.96
6759,161.23589,0.014673,0.095,26.955,43.96
6760,162.23589,0,0.095,23.957,43.96
6761,163.23589,0,0.095,22.609,43.96
6762,164.23589,0,0.095,21.718,43.96
6763,165.23589,0,0.095,21.009,43.96
6764,166.23589,0,0.095,20.263,43.96
6765,167.23589,0,0.095,19.695,43.96
6766,168.23589,0,0.095,19.262,43.96
6767,169.23589,0,0.095,18.927,43.96
6768,170.23589,0,0.095,18.681,43.96
6769,171.23589,0,0.095,18.542,43.96
6770,172.23589,0,0.095,18.66,43.96
6771,173.23589,0,0.095,18.624,43.96
6772,174.23589,0,0.095,18.216,43.96
6773,175.23589,0,0.095,19.409,43.96
6774,176.23589,0,0.095,22.965,43.96
6775,177.23589,0,0.095,26.027,43.96
6776,178.23589,0.062188,0.095,28.853,43.96
6777,179.23589,0.15426,0.095,30.601,43.96
6778,180.23589,0.16016,0.095,31.414,43.96
6779,181.23589,0.1036,0.095,31.604,43.96
6780,182.23589,0.084862,0.095,31.277,43.96
6781,183.23589,0,0.095,30.498,43.96
6782,184.23589,0,0.095,29.24,43.96
6783,185.23589,0.062188,0.095,27.328,43.96
6784,186.23589,0.15426,0.095,24.662,43.96
6785,187.23589,0.16016,0.095,23.381,43.96
6786,188.23589,0.1036,0.095,22.592,43.96
6787,189.23589,0.084862,0.095,21.99,43.96
6788,190.23589,0.052101,0.095,21.513,43.96
6789,191.23589,0.014673,0.095,21.201,43.96
6790,192.23589,0,0.095,20.997,43.96
6791,193.23589,0,0.095,20.618,43.96
6792,194.23589,0,0.095,20.278,43.96
6793,195.23589,0,0.095,20.106,43.96
6794,196.23589,0,0.095,19.931,43.96
6795,197.23589,0,0.095,20.006,43.96
6796,198.23589,0,0.095,20.328,43.96
6797,199.23589,0,0.095,21.123,43.96
6798,200.23589,0,0.095,23.546,43.96
6799,201.23589,0,0.095,25.63,43.96
6800,202.23589,0,0.095,27.798,43.96
6801,203.23589,0,0.095,29.132,43.96
6802,204.23589,0,0.095,29.728,43.96
6803,205.23589,0,0.095,29.388,43.96
6804,206.23589,0,0.095,28.507,43.96
6805,207.23589,0,0.095,27.419,43.96
6806,208.23589,0.062188,0.095,26.325,43.96
6807,209.23589,0.15426,0.095,25.255,43.96
6808,210.23589,0.16016,0.095,23.765,43.96
6809,211.23589,0.1036,0.095,22.339,43.96
6810,212.23589,0.084862,0.095,21.445,43.96
6811,213.23589,0,0.095,20.814,43.96
6812,214.23589,0,0.095,20.248,43.96
6813,215.23589,0.062188,0.095,19.913,43.96
6814,216.23589,0.15426,0.095,19.608,43.96
6815,217.23589,0.16016,0.095,19.447,43.96
6816,218.23589,0.1036,0.095,19.522,43.96
6817,219.23589,0.084862,0.095,19.55,43.96
6818,220.23589,0.052101,0.095,19.557,43.96
6819,221.23589,0.014673,0.095,19.491,43.96
6820,222.23589,0,0.095,19.387,43.96
6821,223.23589,0,0.095,19.966,43.96
6822,224.23589,0,0.095,22.723,43.96
6823,225.23589,0,0.095,26.168,43.96
6824,226.23589,0,0.095,28.754,43.96
6825,227.23589,0,0.095,30.178,43.96
6826,228.23589,0,0.095,30.779,43.96
6827,229.23589,0,0.095,30.802,43.96
6828,230.23589,0,0.095,30.467,43.96
6829,231.23589,0,0.095,29.831,43.96
6830,232.23589,0,0.095,28.856,43.96
6831,233.23589,0,0.095,27.216,43.96
6832,234.23589,0,0.095,24.3,43.96
6833,235.23589,0,0.095,22.818,43.96
6834,236.23589,0,0.095,22.003,43.96
6835,237.23589,0,0.095,21.726,43.96
6836,238.23589,0.062188,0.095,21.598,43.96
6837,239.23589,0.15426,0.095,21.445,43.96
6838,240.23589,0.16016,0.095,21.33,43.96
6839,241.23589,0.1036,0.095,21.211,43.96
6840,242.23589,0.084862,0.095,21.128,43.96
6841,243.23589,0,0.095,21.167,43.96
6842,244.23589,0,0.095,21.352,43.96
6843,245.23589,0.062188,0.095,21.346,43.96
6844,246.23589,0.15426,0.095,21.184,43.96
6845,247.23589,0.16016,0.095,21.652,43.96
6846,248.23589,0.1036,0.095,24.405,43.96
6847,249.23589,0.084862,0.095,26.859,43.96
6848,250.23589,0.052101,0.095,28.997,43.96
6849,251.23589,0.014673,0.095,30.407,43.96
6850,252.23589,0,0.095,31.318,43.96
6851,253.23589,0,0.095,31.812,43.96
6852,254.23589,0,0.095,31.903,43.96
6853,255.23589,0,0.095,31.64,43.96
6854,256.23589,0,0.095,30.856,43.96
6855,257.23589,0,0.095,28.228,43.96
6856,258.23589,0,0.095,25.813,43.96
6857,259.23589,0,0.095,25.04,43.96
6858,260.23589,0,0.095,24.722,43.96
6859,261.23589,0,0.095,24.602,43.96
6860,262.23589,0,0.095,24.946,43.96
6861,263.23589,0,0.095,24.832,43.96
6862,264.23589,0,0.095,24.376,43.96
6863,265.23589,0,0.095,24.21,43.96
6864,266.23589,0,0.095,24.165,43.96
6865,267.23589,0,0.095,24.182,43.96
6866,268.23589,0.062188,0.095,24.261,43.96
6867,269.23589,0.15426,0.095,24.129,43.96
6868,270.23589,0.16016,0.095,23.966,43.96
6869,271.23589,0.1036,0.095,24.485,43.96
6870,272.23589,0.084862,0.095,26.614,43.96
6871,273.23589,0,0.095,28.95,43.96
6872,274.23589,0,0.095,30.964,43.96
6873,275.23589,0.062188,0.095,32.413,43.96
6874,276.23589,0.15426,0.095,33.59,43.96
6875,277.23589,0.16016,0.095,34.299,43.96
6876,278.23589,0.1036,0.095,34.345,43.96
6877,279.23589,0.084862,0.095,34.021,43.96
6878,280.23589,0.052101,0.095,33.261,43.96
6879,281.23589,0.014673,0.095,31.536,43.96
6880,282.23589,0,0.095,29.599,43.96
6881,283.23589,0,0.095,28.707,43.96
6882,284.23589,0,0.095,27.02,43.96
6883,285.23589,0,0.095,25.988,43.96
6884,286.23589,0,0.095,25.871,43.96
6885,287.23589,0,0.095,25.755,43.96
6886,288.23589,0,0.095,25.717,43.96
6887,289.23589,0,0.095,26.015,43.96
6888,290.23589,0,0.095,25.955,43.96
6889,291.23589,0,0.095,25.634,43.96
6890,292.23589,0,0.095,25.498,43.96
6891,293.23589,0,0.095,25.478,43.96
6892,294.23589,0,0.095,25.393,43.96
6893,295.23589,0,0.095,25.555,43.96
6894,296.23589,0,0.095,26.556,43.96
6895,297.23589,0,0.095,27.956,43.96
6896,298.23589,0.062188,0.095,29.579,43.96
6897,299.23589,0.15426,0.095,30.867,43.96
6898,300.23589,0.16016,0.095,31.879,43.96
6899,301.23589,0.1036,0.095,33.446,43.96
6900,302.23589,0.084862,0.095,34.2,43.96
6901,303.23589,0,0.095,33.517,43.96
6902,304.23589,0,0.095,31.093,43.96
6903,305.23589,0.062188,0.095,28.66,43.96
6904,306.23589,0.15426,0.095,27.274,43.96
6905,307.23589,0.16016,0.095,26.15,43.96
6906,308.23589,0.1036,0.095,25.423,43.96
6907,309.23589,0.084862,0.095,25.585,43.96
6908,310.23589,0.052101,0.095,25.492,43.96
6909,311.23589,0.014673,0.095,25.341,43.96
6910,312.23589,0,0.095,25.201,43.96
6911,313.23589,0,0.095,24.626,43.96
6912,314.23589,0,0.095,24.133,43.96
6913,315.23589,0,0.095,23.702,43.96
6914,316.23589,0,0.095,23.315,43.96
6915,317.23589,0,0.095,23.002,43.96
6916,318.23589,0,0.095,22.795,43.96
6917,319.23589,0,0.095,23.367,43.96
6918,320.23589,0,0.095,25.558,43.96
6919,321.23589,0,0.095,27.667,43.96
6920,322.23589,0,0.095,28.691,43.96
6921,323.23589,0,0.095,29.48,43.96
6922,324.23589,0,0.095,30.276,43.96
6923,325.23589,0,0.095,31.187,43.96
6924,326.23589,0,0.095,31.327,43.96
6925,327.23589,0,0.095,31.008,43.96
6926,328.23589,0.062188,0.095,30.007,43.96
6927,329.23589,0.15426,0.095,28.249,43.96
6928,330.23589,0.16016,0.095,25.891,43.96
6929,331.23589,0.1036,0.095,24.642,43.96
6930,332.23589,0.084862,0.095,23.964,43.96
6931,333.23589,0,0.095,23.541,43.96
6932,334.23589,0,0.095,23.387,43.96
6933,335.23589,0.062188,0.095,23.723,43.96
6934,336.23589,0.15426,0.095,23.652,43.96
6935,337.23589,0.16016,0.095,23.113,43.96
6936,338.23589,0.1036,0.095,22.62,43.96
6937,339.23589,0.084862,0.095,22.152,43.96
6938,340.23589,0.052101,0.095,21.647,43.96
6939,341.23589,0.014673,0.095,21.305,43.96
6940,342.23589,0,0.095,21.044,43.96
6941,343.23589,0,0.095,21.639,43.96
6942,344.23589,0,0.095,23.933,43.96
6943,345.23589,0,0.095,26.027,43.96
6944,346.23589,0,0.095,27.641,43.96
6945,347.23589,0,0.095,28.8,43.96
6946,348.23589,0,0.095,29.557,43.96
6947,349.23589,0,0.095,29.855,43.96
6948,350.23589,0,0.095,29.726,43.96
6949,351.23589,0,0.095,29.045,43.96
6950,352.23589,0,0.095,27.827,43.96
6951,353.23589,0,0.095,26.039,43.96
6952,354.23589,0,0.095,23.827,43.96
6953,355.23589,0,0.095,22.511,43.96
6954,356.23589,0,0.095,21.801,43.96
6955,357.23589,0,0.095,21.621,43.96
6956,358.23589,0.062188,0.095,21.049,43.96
6957,359.23589,0.15426,0.095,20.553,43.96
6958,360.23589,0.16016,0.095,20.309,43.96
6959,361.23589,0.1036,0.095,20.117,43.96
6960,362.23589,0.084862,0.095,20.043,43.96
6961,363.23589,0,0.095,19.851,43.96
6962,364.23589,0,0.095,19.803,43.96
6963,365.23589,0.062188,0.095,19.694,43.96
6964,366.23589,0.15426,0.095,19.802,43.96
6965,367.23589,0.16016,0.095,20.3,43.96
6966,368.23589,0.1036,0.095,22.316,43.96
6967,369.23589,0.084862,0.095,24.378,43.96
6968,370.23589,0.052101,0.095,25.676,43.96
6969,371.23589,0.014673,0.095,26.959,43.96
6970,372.23589,0,0.095,27.948,43.96
6971,373.23589,0,0.095,27.529,43.96
6972,374.23589,0,0.095,26.86,43.96
6973,375.23589,0,0.095,26.391,43.96
6974,376.23589,0,0.095,25.524,43.96
6975,377.23589,0,0.095,24.086,43.96
6976,378.23589,0,0.095,22.197,43.96
6977,379.23589,0,0.095,21.412,43.96
6978,380.23589,0,0.095,20.941,43.96
6979,381.23589,0,0.095,20.416,43.96
6980,382.23589,0,0.095,19.916,43.96
6981,383.23589,0,0.095,19.555,43.96
6982,384.23589,0,0.095,19.215,43.96
6983,385.23589,0,0.095,18.997,43.96
6984,386.23589,0,0.095,18.834,43.96
6985,387.23589,0,0.095,18.648,43.96
6986,388.23589,0.062188,0.095,18.389,43.96
6987,389.23589,0.15426,0.095,18.34,43.96
6988,390.23589,0.16016,0.095,18.367,43.96
6989,391.23589,0.1036,0.095,18.92,43.96
6990,392.23589,0.084862,0.095,21.533,43.96
6991,393.23589,0,0.095,23.739,43.96
6992,394.23589,0,0.095,25.526,43.96
6993,395.23589,0.062188,0.095,26.661,43.96
6994,396.23589,0.15426,0.095,27.153,43.96
6995,397.23589,0.16016,0.095,27.106,43.96
6996,398.23589,0.1036,0.095,26.711,43.96
6997,399.23589,0.084862,0.095,26.111,43.96
6998,400.23589,0.052101,0.095,25.168,43.96
6999,401.23589,0.014673,0.095,23.758,43.96
7000,402.23589,0,0.095,21.872,43.96
7001,403.23589,0,0.095,20.908,43.96
7002,404.23589,0,0.095,20.329,43.96
7003,405.23589,0,0.095,19.905,43.96
7004,406.23589,0,0.095,19.623,43.96
7005,407.23589,0,0.095,19.358,43.96
7006,408.23589,0,0.095,19.036,43.96
7007,409.23589,0,0.095,18.752,43.96
7008,410.23589,0,0.095,18.476,43.96
7009,411.23589,0,0.095,18.227,43.96
7010,412.23589,0,0.095,17.982,43.96
7011,413.23589,0,0.095,17.744,43.96
7012,414.23589,0,0.095,17.558,43.96
7013,415.23589,0,0.095,18.176,43.96
7014,416.23589,0,0.095,20.082,43.96
7015,417.23589,0,0.095,22.506,43.96
7016,418.23589,0.062188,0.095,24.268,43.96
7017,419.23589,0.15426,0.095,25.124,43.96
7018,420.23589,0.16016,0.095,25.924,43.96
7019,421.23589,0.1036,0.095,26.141,43.96
7020,422.23589,0.084862,0.095,25.843,43.96
7021,423.23589,0,0.095,25.377,43.96
7022,424.23589,0,0.095,24.566,43.96
7023,425.23589,0.062188,0.095,23.414,43.96
7024,426.23589,0.15426,0.095,21.422,43.96
7025,427.23589,0.16016,0.095,20.584,43.96
7026,428.23589,0.1036,0.095,19.926,43.96
7027,429.23589,0.084862,0.095,19.51,43.96
7028,430.23589,0.052101,0.095,19.102,43.96
7029,431.23589,0.014673,0.095,18.778,43.96
7030,432.23589,0,0.095,18.615,43.96
7031,433.23589,0,0.095,18.486,43.96
7032,434.23589,0,0.095,18.325,43.96
7033,435.23589,0,0.095,18.276,43.96
7034,436.23589,0,0.095,18.263,43.96
7035,437.23589,0,0.095,18.165,43.96
7036,438.23589,0,0.095,18.022,43.96
7037,439.23589,0,0.095,18.233,43.96
7038,440.23589,0,0.095,19.879,43.96
7039,441.23589,0,0.095,21.577,43.96
7040,442.23589,0,0.095,23.585,43.96
7041,443.23589,0,0.095,25.348,43.96
7042,444.23589,0,0.095,26.607,43.96
7043,445.23589,0,0.095,26.996,43.96
7044,446.23589,0,0.095,26.61,43.96
7045,447.23589,0,0.095,25.982,43.96
7046,448.23589,0.062188,0.095,25.114,43.96
7047,449.23589,0.15426,0.095,23.789,43.96
7048,450.23589,0.16016,0.095,21.894,43.96
7049,451.23589,0.1036,0.095,21.067,43.96
7050,452.23589,0.084862,0.095,20.497,43.96
7051,453.23589,0,0.095,19.934,43.96
7052,454.23589,0,0.095,19.536,43.96
7053,455.23589,0.062188,0.095,19.111,43.96
7054,456.23589,0.15426,0.095,18.763,43.96
7055,457.23589,0.16016,0.095,18.604,43.96
7056,458.23589,0.1036,0.095,18.608,43.96
7057,459.23589,0.084862,0.095,18.588,43.96
7058,460.23589,0.052101,0.095,18.499,43.96
7059,461.23589,0.014673,0.095,18.458,43.96
7060,462.23589,0,0.095,18.395,43.96
7061,463.23589,0,0.095,18.715,43.96
7062,464.23589,0,0.095,20.686,43.96
7063,465.23589,0,0.095,22.866,43.96
7064,466.23589,0,0.095,24.545,43.96
7065,467.23589,0,0.095,25.693,43.96
7066,468.23589,0,0.095,26.489,43.96
7067,469.23589,0,0.095,26.928,43.96
7068,470.23589,0,0.095,26.914,43.96
7069,471.23589,0,0.095,26.552,43.96
7070,472.23589,0,0.095,25.789,43.96
7071,473.23589,0,0.095,23.898,43.96
7072,474.23589,0,0.095,21.98,43.96
7073,475.23589,0,0.095,21.435,43.96
7074,476.23589,0,0.095,21.033,43.96
7075,477.23589,0,0.095,20.762,43.96
7076,478.23589,0.062188,0.095,20.569,43.96
7077,479.23589,0.15426,0.095,20.578,43.96
7078,480.23589,0.16016,0.095,20.91,43.96
7079,481.23589,0.1036,0.095,21.018,43.96
7080,482.23589,0.084862,0.095,20.926,43.96
7081,483.23589,0,0.095,20.726,43.96
7082,484.23589,0,0.095,20.504,43.96
7083,485.23589,0.062188,0.095,20.383,43.96
7084,486.23589,0.15426,0.095,20.04,43.96
7085,487.23589,0.16016,0.095,19.933,43.96
7086,488.23589,0.1036,0.095,20.631,43.96
7087,489.23589,0.084862,0.095,21.838,43.96
7088,490.23589,0.052101,0.095,23.301,43.96
7089,491.23589,0.014673,0.095,24.943,43.96
7090,492.23589,0,0.095,26.328,43.96
7091,493.23589,0,0.095,27.272,43.96
7092,494.23589,0,0.095,27.606,43.96
7093,495.23589,0,0.095,27.308,43.96
7094,496.23589,0,0.095,26.51,43.96
7095,497.23589,0,0.095,24.646,43.96
7096,498.23589,0,0.095,22.5,43.96
7097,499.23589,0,0.095,21.828,43.96
7098,500.23589,0,0.095,21.224,43.96
7099,501.23589,0,0.095,20.639,43.96
7100,502.23589,0,0.095,20.274,43.96
7101,503.23589,0,0.095,20.029,43.96
7102,504.23589,0,0.095,20.036,43.96
7103,505.23589,0,0.095,19.86,43.96
7104,506.23589,0,0.095,19.588,43.96
7105,507.23589,0,0.095,19.264,43.96
7106,508.23589,0.062188,0.095,18.898,43.96
7107,509.23589,0.15426,0.095,18.457,43.96
7108,510.23589,0.16016,0.095,18.124,43.96
7109,511.23589,0.1036,0.095,18.279,43.96
7110,512.23589,0.084862,0.095,19.731,43.96
7111,513.23589,0,0.095,21.238,43.96
7112,514.23589,0,0.095,22.691,43.96
7113,515.23589,0.062188,0.095,23.598,43.96
7114,516.23589,0.15426,0.095,24.194,43.96
7115,517.23589,0.16016,0.095,24.629,43.96
7116,518.23589,0.1036,0.095,24.848,43.96
7117,519.23589,0.084862,0.095,24.606,43.96
7118,520.23589,0.052101,0.095,23.842,43.96
7119,521.23589,0.014673,0.095,22.524,43.96
7120,522.23589,0,0.095,20.21,43.96
7121,523.23589,0,0.095,19.46,43.96
7122,524.23589,0,0.095,18.871,43.96
7123,525.23589,0,0.095,18.456,43.96
7124,526.23589,0,0.095,18.237,43.96
7125,527.23589,0,0.095,18.113,43.96
7126,528.23589,0,0.095,18.122,43.96
7127,529.23589,0,0.095,18.112,43.96
7128,530.23589,0,0.095,17.959,43.96
7129,531.23589,0,0.095,17.679,43.96
7130,532.23589,0,0.095,17.394,43.96
7131,533.23589,0,0.095,17.174,43.96
7132,534.23589,0,0.095,17.009,43.96
7133,535.23589,0,0.095,17.375,43.96
7134,536.23589,0,0.095,20.282,43.96
7135,537.23589,0,0.095,22.53,43.96
7136,538.23589,0.062188,0.095,24.083,43.96
7137,539.23589,0.15426,0.095,25.141,43.96
7138,540.23589,0.16016,0.095,25.882,43.96
7139,541.23589,0.1036,0.095,26.319,43.96
7140,542.23589,0.084862,0.095,26.455,43.96
7141,543.23589,0,0.095,26.13,43.96
7142,544.23589,0,0.095,25.26,43.96
7143,545.23589,0.062188,0.095,23.554,43.96
7144,546.23589,0.15426,0.095,20.907,43.96
7145,547.23589,0.16016,0.095,20.186,43.96
7146,548.23589,0.1036,0.095,19.624,43.96
7147,549.23589,0.084862,0.095,19.303,43.96
7148,550.23589,0.052101,0.095,19.241,43.96
7149,551.23589,0.014673,0.095,19.199,43.96
7150,552.23589,0,0.095,18.817,43.96
7151,553.23589,0,0.095,18.569,43.96
7152,554.23589,0,0.095,18.51,43.96
7153,555.23589,0,0.095,18.502,43.96
7154,556.23589,0,0.095,18.676,43.96
7155,557.23589,0,0.095,18.885,43.96
7156,558.23589,0,0.095,19.099,43.96
7157,559.23589,0,0.095,19.302,43.96
7158,560.23589,0,0.095,20.454,43.96
7159,561.23589,0,0.095,22.105,43.96
7160,562.23589,0,0.095,23.682,43.96
7161,563.23589,0,0.095,24.606,43.96
7162,564.23589,0,0.095,25.001,43.96
7163,565.23589,0,0.095,25.214,43.96
7164,566.23589,0,0.095,25.211,43.96
7165,567.23589,0,0.095,24.875,43.96
7166,568.23589,0.062188,0.095,24.043,43.96
7167,569.23589,0.15426,0.095,22.343,43.96
7168,570.23589,0.16016,0.095,21.288,43.96
7169,571.23589,0.1036,0.095,20.879,43.96
7170,572.23589,0.084862,0.095,20.473,43.96
7171,573.23589,0,0.095,20.161,43.96
7172,574.23589,0,0.095,19.886,43.96
7173,575.23589,0.062188,0.095,19.588,43.96
7174,576.23589,0.15426,0.095,19.218,43.96
7175,577.23589,0.16016,0.095,18.921,43.96
7176,578.23589,0.1036,0.095,18.761,43.96
7177,579.23589,0.084862,0.095,18.607,43.96
7178,580.23589,0.052101,0.095,18.212,43.96
7179,581.23589,0.014673,0.095,17.944,43.96
7180,582.23589,0,0.095,17.804,43.96
7181,583.23589,0,0.095,18.095,43.96
7182,584.23589,0,0.095,19.828,43.96
7183,585.23589,0,0.095,22.066,43.96
7184,586.23589,0,0.095,23.805,43.96
7185,587.23589,0,0.095,24.878,43.96
7186,588.23589,0,0.095,25.505,43.96
7187,589.23589,0,0.095,25.454,43.96
7188,590.23589,0,0.095,25.029,43.96
7189,591.23589,0,0.095,24.313,43.96
7190,592.23589,0,0.095,23.323,43.96
7191,593.23589,0,0.095,21.739,43.96
7192,594.23589,0,0.095,19.908,43.96
7193,595.23589,0,0.095,19.173,43.96
7194,596.23589,0,0.095,18.648,43.96
7195,597.23589,0,0.095,18.285,43.96
7196,598.23589,0.062188,0.095,18.226,43.96
7197,599.23589,0.15426,0.095,18.227,43.96
7198,600.23589,0.16016,0.095,18.188,43.96
7199,601.23589,0.1036,0.095,18.113,43.96
7200,602.23589,0.084862,0.095,17.88,43.96
7201,603.23589,0,0.095,17.485,43.96
7202,604.23589,0,0.095,17.033,43.96
7203,605.23589,0.062188,0.095,16.646,43.96
7204,606.23589,0.15426,0.095,16.235,43.96
7205,607.23589,0.16016,0.095,16.318,43.96
7206,608.23589,0.1036,0.095,18.761,43.96
7207,609.23589,0.084862,0.095,20.805,43.96
7208,610.23589,0.052101,0.095,22.362,43.96
7209,611.23589,0.014673,0.095,23.315,43.96
7210,612.23589,0,0.095,23.747,43.96
7211,613.23589,0,0.095,23.663,43.96
7212,614.23589,0,0.095,23.379,43.96
7213,615.23589,0,0.095,22.853,43.96
7214,616.23589,0,0.095,21.961,43.96
7215,617.23589,0,0.095,20.551,43.96
7216,618.23589,0,0.095,18.671,43.96
7217,619.23589,0,0.095,18.092,43.96
7218,620.23589,0,0.095,17.814,43.96
7219,621.23589,0,0.095,17.751,43.96
7220,622.23589,0,0.095,17.696,43.96
7221,623.23589,0,0.095,17.618,43.96
7222,624.23589,0,0.095,17.417,43.96
7223,625.23589,0,0.095,17.245,43.96
7224,626.23589,0,0.095,17.068,43.96
7225,627.23589,0,0.095,16.868,43.96
7226,628.23589,0.062188,0.095,16.699,43.96
7227,629.23589,0.15426,0.095,16.689,43.96
7228,630.23589,0.16016,0.095,16.74,43.96
7229,631.23589,0.1036,0.095,17.059,43.96
7230,632.23589,0.084862,0.095,19.136,43.96
7231,633.23589,0,0.095,20.559,43.96
7232,634.23589,0,0.095,21.875,43.96
7233,635.23589,0.062188,0.095,22.838,43.96
7234,636.23589,0.15426,0.095,23.443,43.96
7235,637.23589,0.16016,0.095,23.689,43.96
7236,638.23589,0.1036,0.095,23.575,43.96
7237,639.23589,0.084862,0.095,23.069,43.96
7238,640.23589,0.052101,0.095,22.115,43.96
7239,641.23589,0.014673,0.095,20.425,43.96
7240,642.23589,0,0.095,17.691,43.96
7241,643.23589,0,0.095,17.07,43.96
7242,644.23589,0,0.095,16.606,43.96
7243,645.23589,0,0.095,16.212,43.96
7244,646.23589,0,0.095,15.918,43.96
7245,647.23589,0,0.095,15.697,43.96
7246,648.23589,0,0.095,15.526,43.96
7247,649.23589,0,0.095,15.399,43.96
7248,650.23589,0,0.095,15.302,43.96
7249,651.23589,0,0.095,15.385,43.96
7250,652.23589,0,0.095,15.347,43.96
7251,653.23589,0,0.095,15.234,43.96
7252,654.23589,0,0.095,15.11,43.96
7253,655.23589,0,0.095,15.461,43.96
7254,656.23589,0,0.095,17.994,43.96
7255,657.23589,0,0.095,20.118,43.96
7256,658.23589,0.062188,0.095,22.092,43.96
7257,659.23589,0.15426,0.095,23.6,43.96
7258,660.23589,0.16016,0.095,24.558,43.96
7259,661.23589,0.1036,0.095,24.996,43.96
7260,662.23589,0.084862,0.095,24.977,43.96
7261,663.23589,0,0.095,24.471,43.96
7262,664.23589,0,0.095,23.425,43.96
7263,665.23589,0.062188,0.095,21.309,43.96
7264,666.23589,0.15426,0.095,18.614,43.96
7265,667.23589,0.16016,0.095,17.932,43.96
7266,668.23589,0.1036,0.095,17.452,43.96
7267,669.23589,0.084862,0.095,17.208,43.96
7268,670.23589,0.052101,0.095,16.981,43.96
7269,671.23589,0.014673,0.095,16.676,43.96
7270,672.23589,0,0.095,16.482,43.96
7271,673.23589,0,0.095,16.579,43.96
